Entry	Entry name	Protein names	InterPro	Gene ontology IDs	Gene ontology (GO)	Gene names	EC number	Pathway	Protein existence	Organism	Organism ID
E9AGL5	E9AGL5_LEIIN	Uncharacterized protein				LINJ_14_1230			Predicted	Leishmania infantum	5671
E9AH37	E9AH37_LEIIN	Uncharacterized protein				LINJ_24_0250			Predicted	Leishmania infantum	5671
A0A6L0XMW3	A0A6L0XMW3_LEIIN	Hypothetical_protein_-_conserved	IPR043136; IPR013320; 			LINF_320013400			Predicted	Leishmania infantum	5671
A4HXT5	A4HXT5_LEIIN	Uncharacterized protein				LINJ_18_0600			Predicted	Leishmania infantum	5671
A0A6L0XV27	A0A6L0XV27_LEIIN	Thioesterase_superfamily_-_putative	IPR029069; IPR006683; 			LINF_360080000			Predicted	Leishmania infantum	5671
A0A6L0XG15	A0A6L0XG15_LEIIN	Hypothetical_protein_-_conserved	IPR015943; IPR036322; 			LINF_250018300			Predicted	Leishmania infantum	5671
A0A6L0WIY5	A0A6L0WIY5_LEIIN	Suppressive_immunomodulating_factor_-_putative	IPR011047; IPR015943; 			LINF_080016300			Predicted	Leishmania infantum	5671
A0A6L0XR14	A0A6L0XR14_LEIIN	Protein_of_uncharacterized_function_(DUF2009)_-_p utative	IPR018553; 			LINF_350047400			Predicted	Leishmania infantum	5671
A0A6L0XV62	A0A6L0XV62_LEIIN	Hypothetical_protein_-_conserved	IPR045230; IPR026939; 			LINF_290026300			Predicted	Leishmania infantum	5671
A0A6L0XQ82	A0A6L0XQ82_LEIIN	Hypothetical_protein_-_conserved	IPR041090; 			LINF_250010700			Predicted	Leishmania infantum	5671
E9AHN3	E9AHN3_LEIIN	Uncharacterized protein				LINJ_33_0820			Predicted	Leishmania infantum	5671
A0A6L0XRG7	A0A6L0XRG7_LEIIN	Hypothetical_protein_-_conserved	IPR011989; IPR016024; 			LINF_260009700			Predicted	Leishmania infantum	5671
A0A6L0WGK9	A0A6L0WGK9_LEIIN	Dyggve-Melchior-Clausen_syndrome_protein_-_putative	IPR019142; 			LINF_010008900			Predicted	Leishmania infantum	5671
A0A381MKM9	A0A381MKM9_LEIIN	Uncharacterized protein				LINJ_27_0230			Predicted	Leishmania infantum	5671
A4HZZ4	A4HZZ4_LEIIN	Uncharacterized protein				LINJ_22_1050			Predicted	Leishmania infantum	5671
A0A6L0WSI1	A0A6L0WSI1_LEIIN	TLD_-_putative	IPR006571; 			LINF_060015100			Predicted	Leishmania infantum	5671
A0A6L0XL34	A0A6L0XL34_LEIIN	Hypothetical_protein_-_conserved	IPR029063; 			LINF_300028500			Predicted	Leishmania infantum	5671
A0A6L0WKN5	A0A6L0WKN5_LEIIN	Tumour_suppressor_-_Mitostatin_-_putative	IPR033253; IPR043597; 			LINF_100018800			Predicted	Leishmania infantum	5671
A0A6L0WMI9	A0A6L0WMI9_LEIIN	Peptidase_dimerisation_domain_containing_protein_-_putative	IPR011650; 			LINF_070005300			Predicted	Leishmania infantum	5671
A0A6L0XIM5	A0A6L0XIM5_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_290009300			Predicted	Leishmania infantum	5671
E9AH49	E9AH49_LEIIN	Ppg3-related protein-like protein				LINJ_24_0380			Predicted	Leishmania infantum	5671
A0A6L0XF90	A0A6L0XF90_LEIIN	Mitochondrial_translocase_subunit_-_putative	IPR035427; 			LINF_240012200			Predicted	Leishmania infantum	5671
A0A6L0XSP3	A0A6L0XSP3_LEIIN	Arrestin_(Or_S-antigen)_-_N-terminal_domain /Arrestin_N_terminal_like_-_putative	IPR014752; IPR024391; 			LINF_360051200			Predicted	Leishmania infantum	5671
A0A6L0XQN7	A0A6L0XQN7_LEIIN	Hypothetical_protein_-_conserved	IPR043136; IPR013320; 			LINF_250008500			Predicted	Leishmania infantum	5671
A0A6L0XHE2	A0A6L0XHE2_LEIIN	SET_domain_containing_protein_-_putative	IPR001214; 			LINF_240022900			Predicted	Leishmania infantum	5671
A0A6L0XLU8	A0A6L0XLU8_LEIIN	Protein_of_uncharacterized_function_(DUF773)_-_pu tative	IPR008491; 			LINF_300041900			Predicted	Leishmania infantum	5671
A0A6L0XY87	A0A6L0XY87_LEIIN	Hypothetical_protein_-_conserved	IPR001214; 			LINF_360080100			Predicted	Leishmania infantum	5671
A0A6L0XNW1	A0A6L0XNW1_LEIIN	SET_domain_containing_protein_-_putative	IPR001214; 			LINF_220005400			Predicted	Leishmania infantum	5671
A4HWK7	A4HWK7_LEIIN	Uncharacterized protein				LINJ_15_1160			Predicted	Leishmania infantum	5671
A0A6L0XND1	A0A6L0XND1_LEIIN	Hypothetical_protein_-_conserved	IPR000048; IPR038752; 			LINF_290006200			Predicted	Leishmania infantum	5671
A0A6L0XLM2	A0A6L0XLM2_LEIIN	RNasePH-like_protein	IPR036345; IPR027408; IPR020568; 			LINF_200018800			Predicted	Leishmania infantum	5671
A4HRU6	A4HRU6_LEIIN	Uncharacterized protein				LINJ_03_0340			Predicted	Leishmania infantum	5671
A4I3G4	A4I3G4_LEIIN	Uncharacterized protein				LINJ_28_0960			Predicted	Leishmania infantum	5671
A4I8D5	A4I8D5_LEIIN	Uncharacterized protein				LINJ_32_3300			Predicted	Leishmania infantum	5671
A0A6L0XT70	A0A6L0XT70_LEIIN	Hypothetical_protein_-_conserved	IPR038461			LINF_270020800 LINF_270021000 LINF_270021200			Predicted	Leishmania infantum	5671
A0A6L0WH93	A0A6L0WH93_LEIIN	Hypothetical_protein_-_conserved	IPR009030; 			LINF_040006600 LINF_040006700 LINF_040006800			Predicted	Leishmania infantum	5671
A0A6L0XVM5	A0A6L0XVM5_LEIIN	Hypothetical_protein_-_conserved	IPR040747; 			LINF_300024500			Predicted	Leishmania infantum	5671
A0A6L0XPN9	A0A6L0XPN9_LEIIN	Hypothetical_protein_-_conserved	IPR000048; 			LINF_330027300			Predicted	Leishmania infantum	5671
A0A6L0WJ91	A0A6L0WJ91_LEIIN	Dehydrogenase/oxidoreductase-like_protein	IPR036291; 			LINF_020012460			Predicted	Leishmania infantum	5671
A0A6L0XMA2	A0A6L0XMA2_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_320046600			Predicted	Leishmania infantum	5671
A0A6L0XWH1	A0A6L0XWH1_LEIIN	Hypothetical_protein_-_conserved	IPR032675			LINF_320007500			Predicted	Leishmania infantum	5671
A4I9D7	A4I9D7_LEIIN	Uncharacterized protein				LINJ_33_3110			Predicted	Leishmania infantum	5671
A0A6L0X7P1	A0A6L0X7P1_LEIIN	Ttaggg_binding_factor_-_putative	IPR009057; 			LINF_180018000			Predicted	Leishmania infantum	5671
A0A6L0XKT3	A0A6L0XKT3_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_310024400			Predicted	Leishmania infantum	5671
A0A6L0Y067	A0A6L0Y067_LEIIN	Cytochrome_c_oxidase_assembly_protein_PET191_-_putative	IPR018793; 			LINF_340046800			Predicted	Leishmania infantum	5671
A0A6L0XI63	A0A6L0XI63_LEIIN	Hypothetical_protein_-_conserved	IPR016024; 			LINF_260007500			Predicted	Leishmania infantum	5671
A0A6L0XV21	A0A6L0XV21_LEIIN	Hypothetical_protein_-_conserved	IPR038781; 			LINF_350019700			Predicted	Leishmania infantum	5671
A0A6L0WLD3	A0A6L0WLD3_LEIIN	Protein_of_uncharacterized_function_(DUF962)_-_pu tative	IPR009305; 			LINF_120012300			Predicted	Leishmania infantum	5671
A0A6L0XFE9	A0A6L0XFE9_LEIIN	Tim10/DDP_family_zinc_finger_containing_protein_-_putative	IPR035427; 			LINF_250022000			Predicted	Leishmania infantum	5671
A0A6L0XTP0	A0A6L0XTP0_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_280005300			Predicted	Leishmania infantum	5671
A0A6L0XEG8	A0A6L0XEG8_LEIIN	Domain_of_uncharacterized_function_(DUF4379)_-_pu tative	IPR025487; 			LINF_180008200			Predicted	Leishmania infantum	5671
A0A6L0XHH4	A0A6L0XHH4_LEIIN	NADH-ubiquinone_oxidoreductase_complex_I_-_21_kDa_subunit_-_putative	IPR019721; 			LINF_280008400			Predicted	Leishmania infantum	5671
A0A6L0XM16	A0A6L0XM16_LEIIN	Mitochondrial_RNA_binding_complex_1_subunit_-_putative	IPR015797; 			LINF_320031100			Predicted	Leishmania infantum	5671
A0A6L0XRX1	A0A6L0XRX1_LEIIN	Hypothetical_protein_-_conserved	IPR039879; 			LINF_360020700			Predicted	Leishmania infantum	5671
A0A6L0XRE7	A0A6L0XRE7_LEIIN	Hypothetical_protein_-_conserved	IPR029071; 			LINF_350014600			Predicted	Leishmania infantum	5671
A0A6L0XUI5	A0A6L0XUI5_LEIIN	Domain_of_uncharacterized_function_(DUF4496)_-_pu tative	IPR040673; 			LINF_360075500			Predicted	Leishmania infantum	5671
A0A6L0XGN7	A0A6L0XGN7_LEIIN	Hypothetical_protein_-_conserved	IPR036249; 			LINF_260018600			Predicted	Leishmania infantum	5671
A0A6L0XIF1	A0A6L0XIF1_LEIIN	Hypothetical_protein_-_conserved	IPR045399; 			LINF_280014000			Predicted	Leishmania infantum	5671
A0A6L0Y466	A0A6L0Y466_LEIIN	Hypothetical_protein_-_conserved	IPR027417; 			LINF_360078800			Predicted	Leishmania infantum	5671
A0A6L0XI87	A0A6L0XI87_LEIIN	Hypothetical_protein_-_conserved	IPR039893; 			LINF_280026800			Predicted	Leishmania infantum	5671
A0A6L0WU20	A0A6L0WU20_LEIIN	Hypothetical_protein_-_conserved	IPR038929; 			LINF_150012900			Predicted	Leishmania infantum	5671
A0A6L0WTS9	A0A6L0WTS9_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_150014500			Predicted	Leishmania infantum	5671
A0A6L0Y1B9	A0A6L0Y1B9_LEIIN	Hypothetical_protein_-_conserved	IPR000048; 			LINF_360008700			Predicted	Leishmania infantum	5671
A0A6L0X6U8	A0A6L0X6U8_LEIIN	Hypothetical_protein_-_conserved	IPR018247; 			LINF_160013700			Predicted	Leishmania infantum	5671
A0A6L0XCC9	A0A6L0XCC9_LEIIN	Hypothetical_protein_-_conserved	IPR029069; 			LINF_210010400			Predicted	Leishmania infantum	5671
A0A6L0XVB9	A0A6L0XVB9_LEIIN	SET_domain_containing_protein_-_putative	IPR001214; 			LINF_350029000			Predicted	Leishmania infantum	5671
A0A6L0XPX1	A0A6L0XPX1_LEIIN	Hypothetical_protein	IPR045399; 			LINF_230015300			Predicted	Leishmania infantum	5671
A0A6L0XKF2	A0A6L0XKF2_LEIIN	Hypothetical_protein_-_conserved	IPR001849; 			LINF_250014200			Predicted	Leishmania infantum	5671
A0A6L0XME7	A0A6L0XME7_LEIIN	Zinc-finger_of_a_C2HC-type_-_putative	IPR026319; 			LINF_320042000			Predicted	Leishmania infantum	5671
A0A6L0XKD7	A0A6L0XKD7_LEIIN	Domain_of_uncharacterized_function_(DUF4379)_-_pu tative	IPR025487; 			LINF_290029500			Predicted	Leishmania infantum	5671
A0A6L0WT34	A0A6L0WT34_LEIIN	Hypothetical_protein_-_conserved	IPR027417			LINF_140016400			Predicted	Leishmania infantum	5671
A0A6L0XHU1	A0A6L0XHU1_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_250018450			Predicted	Leishmania infantum	5671
A0A6L0XC90	A0A6L0XC90_LEIIN	Hypothetical_protein_-_conserved	IPR026669; 			LINF_190012400			Predicted	Leishmania infantum	5671
A0A6L0XKC2	A0A6L0XKC2_LEIIN	RF-1_domain_containing_protein_-_putative	IPR045853; 			LINF_300041200			Predicted	Leishmania infantum	5671
A0A6L0WZ35	A0A6L0WZ35_LEIIN	mRNA_capping_enzyme_-_beta_chain_-_putative	IPR033469; IPR037009; 			LINF_140009600			Predicted	Leishmania infantum	5671
A0A6L0WYY9	A0A6L0WYY9_LEIIN	Hypothetical_protein_-_conserved	IPR010920; 			LINF_160019500			Predicted	Leishmania infantum	5671
A0A6L0XP69	A0A6L0XP69_LEIIN	Protein_of_uncharacterized_function_(DUF1762)_-_p utative	IPR013883; 			LINF_330006600			Predicted	Leishmania infantum	5671
A4I9R8	A4I9R8_LEIIN	Tuzin-like protein				LINJ_34_1160			Predicted	Leishmania infantum	5671
A0A6L0X031	A0A6L0X031_LEIIN	Kelch_motif/Galactose_oxidase_-_central_domain_containing_protein_-_putative	IPR015915; 			LINF_150013800			Predicted	Leishmania infantum	5671
A0A6L0XSI4	A0A6L0XSI4_LEIIN	Retinoic_acid_induced_16-like_protein_-_putative	IPR016024; 			LINF_270018000			Predicted	Leishmania infantum	5671
A0A6L0X0R7	A0A6L0X0R7_LEIIN	Hypothetical_protein_-_conserved	IPR010920; 			LINF_160018300			Predicted	Leishmania infantum	5671
A0A6L0XB42	A0A6L0XB42_LEIIN	Hypothetical_protein_-_conserved	IPR033469; 			LINF_190011100			Predicted	Leishmania infantum	5671
A0A6L0WY64	A0A6L0WY64_LEIIN	Hypothetical_protein_-_conserved	IPR029063; 			LINF_160013600			Predicted	Leishmania infantum	5671
A0A6L0XQQ3	A0A6L0XQQ3_LEIIN	Hypothetical_protein_-_conserved	IPR023374			LINF_350036000			Predicted	Leishmania infantum	5671
A0A6L0XG47	A0A6L0XG47_LEIIN	Hypothetical_protein_-_conserved	IPR014710			LINF_220009000			Predicted	Leishmania infantum	5671
A0A6L0WQN4	A0A6L0WQN4_LEIIN	Hypothetical_protein_-_conserved	IPR036322; 			LINF_070013100			Predicted	Leishmania infantum	5671
A0A6L0WQC7	A0A6L0WQC7_LEIIN	Hypothetical_protein_-_conserved	IPR029652; 			LINF_060016200			Predicted	Leishmania infantum	5671
A0A6L0XFG7	A0A6L0XFG7_LEIIN	Thioredoxin/Thioredoxin-like_-_putative	IPR036249; IPR017937; IPR013766; 			LINF_250012600			Predicted	Leishmania infantum	5671
A0A6L0Y1W9	A0A6L0Y1W9_LEIIN	Hypothetical_protein_-_conserved	IPR039963; 			LINF_360018600			Predicted	Leishmania infantum	5671
A0A6L0WRI3	A0A6L0WRI3_LEIIN	Hypothetical_protein_-__conserved	IPR011992; 			LINF_090023000			Predicted	Leishmania infantum	5671
A0A6L0XRY4	A0A6L0XRY4_LEIIN	Phytochelatin_synthase_-_putative	IPR038765; 			LINF_360036300			Predicted	Leishmania infantum	5671
A0A6L0XFD1	A0A6L0XFD1_LEIIN	Mnd1_family_-_putative	IPR040453; 			LINF_240015300			Predicted	Leishmania infantum	5671
A0A6L0WXL9	A0A6L0WXL9_LEIIN	Hypothetical_protein_-_conserved	IPR036249; 			LINF_160013200			Predicted	Leishmania infantum	5671
A4IBG9	A4IBG9_LEIIN	Uncharacterized protein				LINJ_35_2640			Predicted	Leishmania infantum	5671
A0A6L0Y2C8	A0A6L0Y2C8_LEIIN	Hypothetical_protein_-_conserved	IPR040193; 			LINF_360041800			Predicted	Leishmania infantum	5671
A0A6L0XUU3	A0A6L0XUU3_LEIIN	NADH-ubiquinone_oxidoreductase_complex_I_subunit_-_putative	IPR018072; 			LINF_290011900			Predicted	Leishmania infantum	5671
A0A6L0XRD8	A0A6L0XRD8_LEIIN	Hypothetical_protein_-_conserved	IPR036915; 			LINF_250013900			Predicted	Leishmania infantum	5671
A0A6L0XR55	A0A6L0XR55_LEIIN	Sjogren_s_syndrome_nuclear_autoantigen_1_-_putative	IPR033362; 			LINF_340051600			Predicted	Leishmania infantum	5671
E9AGN7	E9AGN7_LEIIN	Uncharacterized protein				LINJ_16_1010			Predicted	Leishmania infantum	5671
A0A6L0Y331	A0A6L0Y331_LEIIN	Hypothetical_protein_-_conserved	IPR027417			LINF_360065100			Predicted	Leishmania infantum	5671
A0A6L0WI16	A0A6L0WI16_LEIIN	Surface_antigen-like_protein	IPR009030; 			LINF_040007100			Predicted	Leishmania infantum	5671
A0A6L0WNL5	A0A6L0WNL5_LEIIN	Dpy-30_motif_containing_protein_-_putative	IPR007858; 			LINF_130015500			Predicted	Leishmania infantum	5671
A0A6L0XXC3	A0A6L0XXC3_LEIIN	Hypothetical_protein_-_conserved	IPR045399; 			LINF_320036600			Predicted	Leishmania infantum	5671
A0A6L0XV74	A0A6L0XV74_LEIIN	Hypothetical_protein_-_conserved	IPR009003; 			LINF_350024800			Predicted	Leishmania infantum	5671
A0A6L0WSW3	A0A6L0WSW3_LEIIN	RNA_binding_protein_-_putative	IPR041232; 			LINF_070016100			Predicted	Leishmania infantum	5671
A0A6L0WV44	A0A6L0WV44_LEIIN	PIN_domain_containing_protein_-_putative	IPR002716; 			LINF_130020400			Predicted	Leishmania infantum	5671
A0A6L0XLI9	A0A6L0XLI9_LEIIN	LicD_family_-_putative	IPR007074; 			LINF_320019200			Predicted	Leishmania infantum	5671
A0A6L0XI68	A0A6L0XI68_LEIIN	Hypothetical_protein_-_conserved	IPR029063; 			LINF_280023800			Predicted	Leishmania infantum	5671
A0A6L0Y1Y6	A0A6L0Y1Y6_LEIIN	Hypothetical_protein_-_conserved	IPR036322; 			LINF_360022000			Predicted	Leishmania infantum	5671
A0A6L0XKT5	A0A6L0XKT5_LEIIN	ARM-like_helical_domain-containing_protein	IPR016024; 			LINF_310029900			Predicted	Leishmania infantum	5671
A0A6L0XBU6	A0A6L0XBU6_LEIIN	Leucine-rich_repeat-containing_protein	IPR032675			LINF_200008100			Predicted	Leishmania infantum	5671
A0A6L0WUD8	A0A6L0WUD8_LEIIN	Spinocerebellar_ataxia_type_10_protein_domain_con taining_protein_-_putative	IPR019156; 			LINF_100019600			Predicted	Leishmania infantum	5671
A0A6L0XN47	A0A6L0XN47_LEIIN	Hypothetical_protein_-_conserved	IPR009069; 			LINF_320010800			Predicted	Leishmania infantum	5671
A0A6L0XRF3	A0A6L0XRF3_LEIIN	Hypothetical_protein_-_conserved	IPR035155; 			LINF_360018200			Predicted	Leishmania infantum	5671
A0A6L0XDX1	A0A6L0XDX1_LEIIN	Hypothetical_protein_-_conserved	IPR011990; 			LINF_230016750			Predicted	Leishmania infantum	5671
A0A6L0XIK2	A0A6L0XIK2_LEIIN	UBX_domain-containing_protein	IPR036249; 			LINF_290008400			Predicted	Leishmania infantum	5671
A0A6L0WW71	A0A6L0WW71_LEIIN	Domain_of_uncharacterized_function_(DUF4200)_-_pu tative	IPR025252; 			LINF_130007300			Predicted	Leishmania infantum	5671
A0A6L0WLX5	A0A6L0WLX5_LEIIN	LSM_domain_containing_protein_-_putative	IPR001163; IPR010920; 			LINF_050010500			Predicted	Leishmania infantum	5671
A0A6L0XQM9	A0A6L0XQM9_LEIIN	Pre-mRNA-splicing_factor_of_RES_complex_-_putative	IPR018609; 			LINF_250007500			Predicted	Leishmania infantum	5671
A0A6L0XSK5	A0A6L0XSK5_LEIIN	Hypothetical_protein_-_conserved	IPR032675			LINF_360047600			Predicted	Leishmania infantum	5671
A0A6L0WI76	A0A6L0WI76_LEIIN	Domain_of_uncharacterized_function_(DUF3883)_-_pu tative	IPR024975; 			LINF_060015400			Predicted	Leishmania infantum	5671
A0A6L0XDG5	A0A6L0XDG5_LEIIN	TFIIS_helical_bundle-like_domain_containing_protein_-_putative	IPR035441			LINF_220010500			Predicted	Leishmania infantum	5671
A0A6L0XR32	A0A6L0XR32_LEIIN	Zinc-binding_domain_containing_protein_-_putative	IPR027377; 			LINF_350049500			Predicted	Leishmania infantum	5671
A4IAV1	A4IAV1_LEIIN	Proteophosphoglycan ppg4 (Fragment)				LINJ_35_0520			Predicted	Leishmania infantum	5671
A0A6L0XU28	A0A6L0XU28_LEIIN	Hypothetical_protein_-_conserved	IPR043502; 			LINF_280020300			Predicted	Leishmania infantum	5671
A0A6L0XT02	A0A6L0XT02_LEIIN	Hypothetical_protein_-_conserved	IPR039963; 			LINF_360062400			Predicted	Leishmania infantum	5671
A0A6L0XG16	A0A6L0XG16_LEIIN	Thioesterase-like_superfamily /Thioesterase_superfamily_-_putative	IPR029069; 			LINF_260024700			Predicted	Leishmania infantum	5671
A0A6L0XMV5	A0A6L0XMV5_LEIIN	Hypothetical_protein_-_conserved	IPR011011; 			LINF_330012300			Predicted	Leishmania infantum	5671
A4I1S7	A4I1S7_LEIIN	Uncharacterized protein				LINJ_25_2380			Predicted	Leishmania infantum	5671
A0A6L0X9N3	A0A6L0X9N3_LEIIN	Hypothetical_protein_-_conserved	IPR027267			LINF_190012100			Predicted	Leishmania infantum	5671
A0A6L0XEF1	A0A6L0XEF1_LEIIN	Hypothetical_protein_-_conserved	IPR029063; 			LINF_240014400			Predicted	Leishmania infantum	5671
A0A6L0XUP2	A0A6L0XUP2_LEIIN	Hypothetical_protein_-_conserved	IPR045399; 			LINF_350006700			Predicted	Leishmania infantum	5671
A0A6L0XVF2	A0A6L0XVF2_LEIIN	Hypothetical_protein_-_conserved	IPR009003; 			LINF_290035500			Predicted	Leishmania infantum	5671
A0A6L0XE46	A0A6L0XE46_LEIIN	Mitochondrial_RNA_binding_protein_-_putative	IPR045399; 			LINF_230015400			Predicted	Leishmania infantum	5671
A4I0N3	A4I0N3_LEIIN	Uncharacterized protein				LINJ_24_0450			Predicted	Leishmania infantum	5671
A0A6L0WLI3	A0A6L0WLI3_LEIIN	Hypothetical_protein_-__conserved	IPR034750; 			LINF_090011600			Predicted	Leishmania infantum	5671
A0A6L0XHC5	A0A6L0XHC5_LEIIN	Hypothetical_protein_-_conserved	IPR023393			LINF_240020300			Predicted	Leishmania infantum	5671
A0A6L0XFY5	A0A6L0XFY5_LEIIN	Hypothetical_protein_-_conserved	IPR036339; 			LINF_250015300			Predicted	Leishmania infantum	5671
A0A6L0XNY2	A0A6L0XNY2_LEIIN	Transcription_factor_Pcc1_-_putative	IPR015419; 			LINF_340013900			Predicted	Leishmania infantum	5671
A0A6L0WX41	A0A6L0WX41_LEIIN	Hypothetical_protein_-_conserved	IPR011050; 			LINF_160008800			Predicted	Leishmania infantum	5671
A0A6L0XYQ8	A0A6L0XYQ8_LEIIN	Hypothetical_protein_-_conserved	IPR036291; 			LINF_340013300			Predicted	Leishmania infantum	5671
A0A6L0XLS7	A0A6L0XLS7_LEIIN	Enriched_in_surface-labeled_proteome_protein_16	IPR021852; 			LINF_320026100			Predicted	Leishmania infantum	5671
A0A6L0XQG4	A0A6L0XQG4_LEIIN	Present_in_the_outer_mitochondrial_membrane_prote ome_22-1	IPR027417; 			LINF_330038800			Predicted	Leishmania infantum	5671
A0A6L0XKX9	A0A6L0XKX9_LEIIN	Hypothetical_protein_-_conserved	IPR007110; 			LINF_310033600			Predicted	Leishmania infantum	5671
A0A6L0XQU9	A0A6L0XQU9_LEIIN	Hypothetical_protein_-_conserved	IPR016024; 			LINF_340042700			Predicted	Leishmania infantum	5671
A0A6L0XUF9	A0A6L0XUF9_LEIIN	Hypothetical_protein_-_conserved	IPR011989			LINF_360060500			Predicted	Leishmania infantum	5671
A0A6L0XRR0	A0A6L0XRR0_LEIIN	Hypothetical_protein_-_conserved	IPR039963; 			LINF_340044600			Predicted	Leishmania infantum	5671
A4IAW2	A4IAW2_LEIIN	Uncharacterized protein				LINJ_35_0660			Predicted	Leishmania infantum	5671
A0A6L0WIR3	A0A6L0WIR3_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_060008600			Predicted	Leishmania infantum	5671
A4HUK5	A4HUK5_LEIIN	Uncharacterized protein				LINJ_10_0990			Predicted	Leishmania infantum	5671
A0A6L0WJT0	A0A6L0WJT0_LEIIN	Domain_of_uncharacterized_function(DUF2779)_-_put ative	IPR021301; 			LINF_110008700			Predicted	Leishmania infantum	5671
A0A6L0WY94	A0A6L0WY94_LEIIN	Hypothetical_protein_-_conserved	IPR045399; 			LINF_160006000			Predicted	Leishmania infantum	5671
A0A6L0XV82	A0A6L0XV82_LEIIN	Hypothetical_protein_-_conserved	IPR011990			LINF_300036600			Predicted	Leishmania infantum	5671
A0A6L0XN87	A0A6L0XN87_LEIIN	Trypsin-like_peptidase_domain_containing_protein_-_putative	IPR009003; 			LINF_330041400			Predicted	Leishmania infantum	5671
A0A6L0XAQ4	A0A6L0XAQ4_LEIIN	Hypothetical_protein_-_conserved	IPR036034; 			LINF_190020100			Predicted	Leishmania infantum	5671
A0A6L0WSJ5	A0A6L0WSJ5_LEIIN	Ribonucleoprotein_p18_-_mitochondrial_precursor_-_putative	IPR011990			LINF_150008200			Predicted	Leishmania infantum	5671
A4HTM2	A4HTM2_LEIIN	Putative tuzin				LINJ_08_0750			Predicted	Leishmania infantum	5671
A0A6L0XY23	A0A6L0XY23_LEIIN	Hypothetical_protein_-_conserved	IPR011990; 			LINF_320042300			Predicted	Leishmania infantum	5671
A0A6L0XDH0	A0A6L0XDH0_LEIIN	Zinc_finger_-_C3HC4_type_(RING_finger )_containing_protein_-_putative	IPR013083			LINF_220017000			Predicted	Leishmania infantum	5671
A0A6L0XXK8	A0A6L0XXK8_LEIIN	Hypothetical_protein_-_conserved	IPR029063; 			LINF_360057500			Predicted	Leishmania infantum	5671
A0A6L0XLS1	A0A6L0XLS1_LEIIN	Hypothetical_protein_-_conserved	IPR027267			LINF_300038900			Predicted	Leishmania infantum	5671
A0A6L0WQG9	A0A6L0WQG9_LEIIN	Complex1_LYR-like/Complex_1_protein_(LYR_family)_-_putative	IPR008011; 			LINF_130018200			Predicted	Leishmania infantum	5671
A0A6L0X379	A0A6L0X379_LEIIN	Hypothetical_protein_-_conserved	IPR044998; 			LINF_160021300			Predicted	Leishmania infantum	5671
A0A6L0XL68	A0A6L0XL68_LEIIN	Hypothetical_protein_-_conserved	IPR011989			LINF_300031500			Predicted	Leishmania infantum	5671
A0A6L0WU96	A0A6L0WU96_LEIIN	Hypothetical_protein_-_conserved	IPR032378; 			LINF_100014600			Predicted	Leishmania infantum	5671
A0A6L0XCJ7	A0A6L0XCJ7_LEIIN	Hypothetical_protein_-_conserved	IPR032269; 			LINF_210014600			Predicted	Leishmania infantum	5671
A0A6L0XWU5	A0A6L0XWU5_LEIIN	Caltractin_-_putative	IPR011992; 			LINF_360031700			Predicted	Leishmania infantum	5671
A0A6L0XPV6	A0A6L0XPV6_LEIIN	Complex_1_protein_(LYR_family)_-_putative	IPR008011; 			LINF_330036400			Predicted	Leishmania infantum	5671
A0A6L0XY11	A0A6L0XY11_LEIIN	Hypothetical_protein_-_conserved	IPR011993			LINF_360071600			Predicted	Leishmania infantum	5671
A0A6L0Y0Q3	A0A6L0Y0Q3_LEIIN	Concanavalin_A-like_lectin /glucanases_superfamily_-_putative	IPR013320; 			LINF_350021200			Predicted	Leishmania infantum	5671
A0A6L0XP03	A0A6L0XP03_LEIIN	Hypothetical_protein_-_conserved	IPR013087; 			LINF_290026600			Predicted	Leishmania infantum	5671
A0A6L0XIN4	A0A6L0XIN4_LEIIN	Hypothetical_protein_-_conserved	IPR009069; 			LINF_260030800			Predicted	Leishmania infantum	5671
A0A6L0XNV2	A0A6L0XNV2_LEIIN	Hypothetical_protein_-_conserved	IPR036047; 			LINF_340019100			Predicted	Leishmania infantum	5671
A0A6L0Y272	A0A6L0Y272_LEIIN	Pentapeptide_repeats_(9_copies)_-_putative	IPR001646; 			LINF_360034700			Predicted	Leishmania infantum	5671
A0A6L0XME1	A0A6L0XME1_LEIIN	Hypothetical_protein_-_conserved	IPR032269; 			LINF_210014500			Predicted	Leishmania infantum	5671
A0A6L0XW72	A0A6L0XW72_LEIIN	SnoaL-like_domain_containing_protein_-_putative	IPR032710; 			LINF_300042500			Predicted	Leishmania infantum	5671
A0A381MFS8	A0A381MFS8_LEIIN	Uncharacterized protein				LINJ_14_0400			Predicted	Leishmania infantum	5671
A0A6L0Y115	A0A6L0Y115_LEIIN	Sperm-tail_PG-rich_repeat_-_putative	IPR010736; 			LINF_350009400			Predicted	Leishmania infantum	5671
A0A6L0XY94	A0A6L0XY94_LEIIN	Hypothetical_protein_-_conserved	IPR029071; 			LINF_320031600			Predicted	Leishmania infantum	5671
